id,response,atomic_claims
4527,NASA developed a satellite in 1969 and the event influenced modern science.,"[""NASA developed a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4528,India discovered relativity in 1928 and the event influenced modern science.,"[""India discovered relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4529,Einstein launched a framework in 1947 and the event influenced modern science.,"[""Einstein launched a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4530,Newton created gravity in 1928 and the event influenced modern science.,"[""Newton created gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4531,Google launched a vaccine in 2024 and the event influenced modern science.,"[""Google launched a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4532,Google created a framework in 1969 and the event influenced modern science.,"[""Google created a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4533,NASA developed a satellite in 2020 and the event influenced modern science.,"[""NASA developed a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4534,Einstein created a vaccine in 1969 and the event influenced modern science.,"[""Einstein created a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4535,WHO created a vaccine in 1947 and the event influenced modern science.,"[""WHO created a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4536,Newton created relativity in 1947 and the event influenced modern science.,"[""Newton created relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4537,India announced a vaccine in 2024 and the event influenced modern science.,"[""India announced a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4538,Newton discovered gravity in 1969 and the event influenced modern science.,"[""Newton discovered gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4539,India developed a satellite in 1969 and the event influenced modern science.,"[""India developed a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4540,Newton developed a framework in 1969 and the event influenced modern science.,"[""Newton developed a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4541,Einstein launched a satellite in 2024 and the event influenced modern science.,"[""Einstein launched a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4542,NASA announced gravity in 1905 and the event influenced modern science.,"[""NASA announced gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4543,Einstein launched a framework in 1947 and the event influenced modern science.,"[""Einstein launched a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4544,India developed relativity in 1928 and the event influenced modern science.,"[""India developed relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4545,Newton discovered a framework in 1905 and the event influenced modern science.,"[""Newton discovered a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4546,Marie Curie announced relativity in 1905 and the event influenced modern science.,"[""Marie Curie announced relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4547,India created relativity in 2020 and the event influenced modern science.,"[""India created relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4548,Einstein launched a framework in 1928 and the event influenced modern science.,"[""Einstein launched a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4549,Google announced relativity in 1928 and the event influenced modern science.,"[""Google announced relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4550,WHO discovered gravity in 1969 and the event influenced modern science.,"[""WHO discovered gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4551,India created a framework in 1928 and the event influenced modern science.,"[""India created a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4552,Newton developed a satellite in 1928 and the event influenced modern science.,"[""Newton developed a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4553,India announced a vaccine in 1947 and the event influenced modern science.,"[""India announced a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4554,Google launched relativity in 1928 and the event influenced modern science.,"[""Google launched relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4555,Newton announced relativity in 1905 and the event influenced modern science.,"[""Newton announced relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4556,Newton created a satellite in 1905 and the event influenced modern science.,"[""Newton created a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4557,Google launched relativity in 2020 and the event influenced modern science.,"[""Google launched relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4558,NASA launched gravity in 1969 and the event influenced modern science.,"[""NASA launched gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4559,India developed a satellite in 2020 and the event influenced modern science.,"[""India developed a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4560,India announced relativity in 2024 and the event influenced modern science.,"[""India announced relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4561,NASA launched gravity in 1928 and the event influenced modern science.,"[""NASA launched gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4562,Google launched a vaccine in 1947 and the event influenced modern science.,"[""Google launched a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4563,Newton discovered gravity in 1947 and the event influenced modern science.,"[""Newton discovered gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4564,Newton discovered a framework in 1905 and the event influenced modern science.,"[""Newton discovered a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4565,Google launched a framework in 1947 and the event influenced modern science.,"[""Google launched a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4566,India developed relativity in 1969 and the event influenced modern science.,"[""India developed relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4567,Einstein developed gravity in 1905 and the event influenced modern science.,"[""Einstein developed gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4568,Einstein announced gravity in 1969 and the event influenced modern science.,"[""Einstein announced gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4569,Einstein developed relativity in 1947 and the event influenced modern science.,"[""Einstein developed relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4570,Newton developed a framework in 1928 and the event influenced modern science.,"[""Newton developed a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4571,Newton developed a vaccine in 2024 and the event influenced modern science.,"[""Newton developed a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4572,Einstein launched relativity in 1969 and the event influenced modern science.,"[""Einstein launched relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4573,Marie Curie developed a framework in 1905 and the event influenced modern science.,"[""Marie Curie developed a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4574,NASA created relativity in 2020 and the event influenced modern science.,"[""NASA created relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4575,Newton created gravity in 1969 and the event influenced modern science.,"[""Newton created gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4576,India announced relativity in 1905 and the event influenced modern science.,"[""India announced relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4577,NASA announced a framework in 1969 and the event influenced modern science.,"[""NASA announced a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4578,WHO created a satellite in 2024 and the event influenced modern science.,"[""WHO created a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4579,India launched gravity in 1928 and the event influenced modern science.,"[""India launched gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4580,Einstein discovered a vaccine in 1947 and the event influenced modern science.,"[""Einstein discovered a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4581,Marie Curie launched gravity in 1905 and the event influenced modern science.,"[""Marie Curie launched gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4582,NASA discovered a satellite in 1969 and the event influenced modern science.,"[""NASA discovered a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4583,Marie Curie created a satellite in 1905 and the event influenced modern science.,"[""Marie Curie created a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4584,Newton created a vaccine in 1947 and the event influenced modern science.,"[""Newton created a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4585,WHO launched a framework in 1905 and the event influenced modern science.,"[""WHO launched a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4586,Newton launched gravity in 1969 and the event influenced modern science.,"[""Newton launched gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4587,NASA launched relativity in 2020 and the event influenced modern science.,"[""NASA launched relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4588,NASA developed a framework in 1905 and the event influenced modern science.,"[""NASA developed a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4589,Google developed a vaccine in 1905 and the event influenced modern science.,"[""Google developed a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4590,Newton launched gravity in 1947 and the event influenced modern science.,"[""Newton launched gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4591,WHO discovered a framework in 1969 and the event influenced modern science.,"[""WHO discovered a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4592,Google created a satellite in 1905 and the event influenced modern science.,"[""Google created a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4593,India developed gravity in 1947 and the event influenced modern science.,"[""India developed gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4594,WHO developed a vaccine in 1947 and the event influenced modern science.,"[""WHO developed a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4595,Einstein developed relativity in 1928 and the event influenced modern science.,"[""Einstein developed relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4596,India created gravity in 1947 and the event influenced modern science.,"[""India created gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4597,Google created relativity in 1969 and the event influenced modern science.,"[""Google created relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4598,India announced a vaccine in 1928 and the event influenced modern science.,"[""India announced a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4599,Marie Curie launched gravity in 2024 and the event influenced modern science.,"[""Marie Curie launched gravity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4600,WHO launched a satellite in 1969 and the event influenced modern science.,"[""WHO launched a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4601,Einstein launched relativity in 2020 and the event influenced modern science.,"[""Einstein launched relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4602,Marie Curie discovered gravity in 1905 and the event influenced modern science.,"[""Marie Curie discovered gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4603,Newton launched relativity in 1947 and the event influenced modern science.,"[""Newton launched relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4604,Marie Curie created a satellite in 1928 and the event influenced modern science.,"[""Marie Curie created a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4605,NASA announced a framework in 2020 and the event influenced modern science.,"[""NASA announced a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4606,Google developed a satellite in 1905 and the event influenced modern science.,"[""Google developed a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4607,Einstein discovered a satellite in 1947 and the event influenced modern science.,"[""Einstein discovered a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4608,Google created gravity in 1928 and the event influenced modern science.,"[""Google created gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4609,Newton launched a vaccine in 2020 and the event influenced modern science.,"[""Newton launched a vaccine."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4610,WHO created gravity in 2024 and the event influenced modern science.,"[""WHO created gravity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4611,WHO created a satellite in 1905 and the event influenced modern science.,"[""WHO created a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4612,WHO created a satellite in 1905 and the event influenced modern science.,"[""WHO created a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4613,WHO launched relativity in 1928 and the event influenced modern science.,"[""WHO launched relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4614,Google developed a vaccine in 2024 and the event influenced modern science.,"[""Google developed a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4615,Marie Curie launched a vaccine in 2020 and the event influenced modern science.,"[""Marie Curie launched a vaccine."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4616,Einstein discovered a vaccine in 2024 and the event influenced modern science.,"[""Einstein discovered a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4617,WHO launched a framework in 1969 and the event influenced modern science.,"[""WHO launched a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4618,NASA launched a satellite in 1969 and the event influenced modern science.,"[""NASA launched a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4619,Google created gravity in 1905 and the event influenced modern science.,"[""Google created gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4620,India developed a satellite in 2020 and the event influenced modern science.,"[""India developed a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4621,WHO created relativity in 1905 and the event influenced modern science.,"[""WHO created relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4622,India launched a vaccine in 1969 and the event influenced modern science.,"[""India launched a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4623,NASA developed a satellite in 1947 and the event influenced modern science.,"[""NASA developed a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4624,Marie Curie discovered gravity in 1969 and the event influenced modern science.,"[""Marie Curie discovered gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4625,Newton created a framework in 1947 and the event influenced modern science.,"[""Newton created a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4626,Google created a satellite in 1905 and the event influenced modern science.,"[""Google created a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4627,WHO discovered a vaccine in 2024 and the event influenced modern science.,"[""WHO discovered a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4628,Einstein developed gravity in 1928 and the event influenced modern science.,"[""Einstein developed gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4629,Einstein announced a framework in 2020 and the event influenced modern science.,"[""Einstein announced a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4630,WHO announced gravity in 1905 and the event influenced modern science.,"[""WHO announced gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4631,Google developed a vaccine in 1969 and the event influenced modern science.,"[""Google developed a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4632,NASA discovered relativity in 2024 and the event influenced modern science.,"[""NASA discovered relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4633,Google created a framework in 2020 and the event influenced modern science.,"[""Google created a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4634,Google developed gravity in 2024 and the event influenced modern science.,"[""Google developed gravity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4635,NASA launched a satellite in 1905 and the event influenced modern science.,"[""NASA launched a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4636,India discovered relativity in 2024 and the event influenced modern science.,"[""India discovered relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4637,WHO created a framework in 2024 and the event influenced modern science.,"[""WHO created a framework."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4638,NASA created a framework in 1928 and the event influenced modern science.,"[""NASA created a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4639,NASA discovered a vaccine in 2024 and the event influenced modern science.,"[""NASA discovered a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4640,NASA discovered relativity in 1928 and the event influenced modern science.,"[""NASA discovered relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4641,Google announced a framework in 2020 and the event influenced modern science.,"[""Google announced a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4642,India launched relativity in 2020 and the event influenced modern science.,"[""India launched relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4643,Marie Curie created a framework in 2020 and the event influenced modern science.,"[""Marie Curie created a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4644,NASA created gravity in 2020 and the event influenced modern science.,"[""NASA created gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4645,WHO launched relativity in 2020 and the event influenced modern science.,"[""WHO launched relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4646,NASA announced relativity in 1905 and the event influenced modern science.,"[""NASA announced relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4647,India created gravity in 2024 and the event influenced modern science.,"[""India created gravity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4648,Newton announced relativity in 1969 and the event influenced modern science.,"[""Newton announced relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4649,Google launched a framework in 2020 and the event influenced modern science.,"[""Google launched a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4650,Google launched a vaccine in 1947 and the event influenced modern science.,"[""Google launched a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4651,NASA launched a vaccine in 1947 and the event influenced modern science.,"[""NASA launched a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4652,Newton discovered a satellite in 1969 and the event influenced modern science.,"[""Newton discovered a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4653,Google developed a satellite in 1928 and the event influenced modern science.,"[""Google developed a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4654,NASA launched a vaccine in 2024 and the event influenced modern science.,"[""NASA launched a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4655,Einstein launched a satellite in 1947 and the event influenced modern science.,"[""Einstein launched a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4656,Google discovered a satellite in 1905 and the event influenced modern science.,"[""Google discovered a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4657,WHO launched relativity in 1947 and the event influenced modern science.,"[""WHO launched relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4658,Google created relativity in 2020 and the event influenced modern science.,"[""Google created relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4659,Google launched a framework in 2024 and the event influenced modern science.,"[""Google launched a framework."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4660,Newton announced a framework in 2024 and the event influenced modern science.,"[""Newton announced a framework."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4661,WHO created a satellite in 1947 and the event influenced modern science.,"[""WHO created a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4662,Google launched a satellite in 2020 and the event influenced modern science.,"[""Google launched a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4663,WHO developed a satellite in 1947 and the event influenced modern science.,"[""WHO developed a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4664,NASA created gravity in 1969 and the event influenced modern science.,"[""NASA created gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4665,NASA created a vaccine in 1928 and the event influenced modern science.,"[""NASA created a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4666,Marie Curie discovered a satellite in 2024 and the event influenced modern science.,"[""Marie Curie discovered a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4667,Einstein discovered a satellite in 2024 and the event influenced modern science.,"[""Einstein discovered a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4668,India discovered a satellite in 1969 and the event influenced modern science.,"[""India discovered a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4669,NASA discovered relativity in 1947 and the event influenced modern science.,"[""NASA discovered relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4670,India discovered gravity in 1969 and the event influenced modern science.,"[""India discovered gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4671,Google created relativity in 1969 and the event influenced modern science.,"[""Google created relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4672,Google developed relativity in 1928 and the event influenced modern science.,"[""Google developed relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4673,Einstein created a vaccine in 1947 and the event influenced modern science.,"[""Einstein created a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4674,Newton developed relativity in 1969 and the event influenced modern science.,"[""Newton developed relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4675,Google created a framework in 1947 and the event influenced modern science.,"[""Google created a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4676,Einstein created a vaccine in 2024 and the event influenced modern science.,"[""Einstein created a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4677,WHO discovered relativity in 1928 and the event influenced modern science.,"[""WHO discovered relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4678,Newton developed a satellite in 1947 and the event influenced modern science.,"[""Newton developed a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4679,Einstein developed a satellite in 1928 and the event influenced modern science.,"[""Einstein developed a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4680,Marie Curie launched gravity in 1947 and the event influenced modern science.,"[""Marie Curie launched gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4681,Google announced relativity in 1947 and the event influenced modern science.,"[""Google announced relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4682,Google discovered relativity in 1928 and the event influenced modern science.,"[""Google discovered relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4683,Einstein developed a vaccine in 1969 and the event influenced modern science.,"[""Einstein developed a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4684,NASA discovered a vaccine in 1969 and the event influenced modern science.,"[""NASA discovered a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4685,WHO created a vaccine in 1905 and the event influenced modern science.,"[""WHO created a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4686,Google developed a vaccine in 1947 and the event influenced modern science.,"[""Google developed a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4687,Marie Curie launched a satellite in 1905 and the event influenced modern science.,"[""Marie Curie launched a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4688,Einstein discovered gravity in 1969 and the event influenced modern science.,"[""Einstein discovered gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4689,Newton announced a vaccine in 1905 and the event influenced modern science.,"[""Newton announced a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4690,Einstein announced a vaccine in 1947 and the event influenced modern science.,"[""Einstein announced a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4691,WHO launched a framework in 1947 and the event influenced modern science.,"[""WHO launched a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4692,WHO announced a satellite in 1905 and the event influenced modern science.,"[""WHO announced a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4693,WHO developed gravity in 2020 and the event influenced modern science.,"[""WHO developed gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4694,Google developed a framework in 1905 and the event influenced modern science.,"[""Google developed a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4695,India developed a satellite in 2024 and the event influenced modern science.,"[""India developed a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4696,India discovered a satellite in 1947 and the event influenced modern science.,"[""India discovered a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4697,Newton announced a satellite in 1905 and the event influenced modern science.,"[""Newton announced a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4698,Einstein developed relativity in 2020 and the event influenced modern science.,"[""Einstein developed relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4699,India developed gravity in 1947 and the event influenced modern science.,"[""India developed gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4700,NASA launched a vaccine in 1969 and the event influenced modern science.,"[""NASA launched a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4701,Google launched relativity in 2024 and the event influenced modern science.,"[""Google launched relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4702,Newton launched a vaccine in 1947 and the event influenced modern science.,"[""Newton launched a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4703,Marie Curie launched a framework in 1947 and the event influenced modern science.,"[""Marie Curie launched a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4704,Newton developed a satellite in 1928 and the event influenced modern science.,"[""Newton developed a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4705,India launched a satellite in 1905 and the event influenced modern science.,"[""India launched a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4706,NASA announced a satellite in 2020 and the event influenced modern science.,"[""NASA announced a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4707,Google launched relativity in 1928 and the event influenced modern science.,"[""Google launched relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4708,India developed a satellite in 1969 and the event influenced modern science.,"[""India developed a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4709,WHO developed a framework in 2024 and the event influenced modern science.,"[""WHO developed a framework."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4710,Google discovered a vaccine in 2024 and the event influenced modern science.,"[""Google discovered a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4711,WHO announced gravity in 1905 and the event influenced modern science.,"[""WHO announced gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4712,Google developed relativity in 1969 and the event influenced modern science.,"[""Google developed relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4713,Google announced relativity in 1969 and the event influenced modern science.,"[""Google announced relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4714,Google discovered relativity in 2024 and the event influenced modern science.,"[""Google discovered relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4715,Einstein developed gravity in 2020 and the event influenced modern science.,"[""Einstein developed gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4716,NASA launched a vaccine in 2024 and the event influenced modern science.,"[""NASA launched a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4717,Newton announced gravity in 1969 and the event influenced modern science.,"[""Newton announced gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4718,WHO created gravity in 1969 and the event influenced modern science.,"[""WHO created gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4719,India announced gravity in 2024 and the event influenced modern science.,"[""India announced gravity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4720,Newton launched gravity in 1928 and the event influenced modern science.,"[""Newton launched gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4721,Newton discovered relativity in 2020 and the event influenced modern science.,"[""Newton discovered relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4722,WHO developed a vaccine in 1947 and the event influenced modern science.,"[""WHO developed a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4723,Google discovered a satellite in 1969 and the event influenced modern science.,"[""Google discovered a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4724,Google announced relativity in 1905 and the event influenced modern science.,"[""Google announced relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4725,NASA developed gravity in 2020 and the event influenced modern science.,"[""NASA developed gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4726,India developed relativity in 2024 and the event influenced modern science.,"[""India developed relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4727,WHO developed a framework in 2024 and the event influenced modern science.,"[""WHO developed a framework."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4728,India discovered a framework in 1928 and the event influenced modern science.,"[""India discovered a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4729,Google announced a framework in 1928 and the event influenced modern science.,"[""Google announced a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
